exp_id,exp_letter,repetition,process_type,pid,ppid,sleep_duration,action,log_file
D0,D,0,C,53932,53901,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D0,D,0,G,53933,53932,0,other,113.log
D0,D,0,G,53933,53932,100,other,113.log
D0,D,0,G,53933,1,0,other,113.log
D0,D,0,G,53933,1,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D1,D,1,C,53934,53901,0,other,113.log
D1,D,1,C,53934,53901,0,other,113.log
D1,D,1,C,53934,53901,0,other,113.log
D1,D,1,C,53934,53901,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D1,D,1,G,53935,53934,0,other,113.log
D1,D,1,G,53935,53934,100,other,113.log
D1,D,1,G,53935,1,0,other,113.log
D1,D,1,G,53935,1,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D2,D,2,C,53936,53901,0,other,113.log
D2,D,2,C,53936,53901,0,other,113.log
D2,D,2,C,53936,53901,0,other,113.log
D2,D,2,C,53936,53901,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D2,D,2,G,53937,53936,0,other,113.log
D2,D,2,G,53937,53936,100,other,113.log
D2,D,2,G,53937,1,0,other,113.log
D2,D,2,G,53937,1,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D3,D,3,C,53938,53901,0,other,113.log
D3,D,3,C,53938,53901,0,other,113.log
D3,D,3,C,53938,53901,0,other,113.log
D3,D,3,C,53938,53901,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D3,D,3,G,53939,53938,0,other,113.log
D3,D,3,G,53939,53938,100,other,113.log
D3,D,3,G,53939,1,0,other,113.log
D3,D,3,G,53939,1,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D4,D,4,C,53940,53901,0,other,113.log
D4,D,4,C,53940,53901,0,other,113.log
D4,D,4,C,53940,53901,0,other,113.log
D4,D,4,C,53940,53901,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
M0,M,0,M,53901,49286,0,other,113.log
D4,D,4,G,53941,53940,0,other,113.log
D4,D,4,G,53941,53940,100,other,113.log
D4,D,4,G,53941,1,0,other,113.log
D4,D,4,G,53941,1,0,other,113.log
M0,M,0,M,55134,49286,0,other,143.log
B0,B,0,G,55136,55135,0,other,143.log
B0,B,0,G,55136,55135,0,other,143.log
B0,B,0,G,55136,55135,0,other,143.log
B0,B,0,G,55136,55135,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B0,B,0,C,55135,55134,0,other,143.log
B0,B,0,C,55135,55134,0,other,143.log
B0,B,0,C,55135,55134,0,other,143.log
B0,B,0,C,55135,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B1,B,1,C,55137,55134,0,other,143.log
B1,B,1,C,55137,55134,0,other,143.log
B1,B,1,C,55137,55134,0,other,143.log
B1,B,1,C,55137,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B1,B,1,G,55138,55137,0,other,143.log
B1,B,1,G,55138,55137,0,other,143.log
B1,B,1,G,55138,55137,0,other,143.log
B1,B,1,G,55138,55137,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B2,B,2,C,55139,55134,0,other,143.log
B2,B,2,C,55139,55134,0,other,143.log
B2,B,2,C,55139,55134,0,other,143.log
B2,B,2,C,55139,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B2,B,2,G,55140,55139,0,other,143.log
B2,B,2,G,55140,55139,0,other,143.log
B2,B,2,G,55140,1,0,other,143.log
B2,B,2,G,55140,1,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B3,B,3,C,55141,55134,0,other,143.log
B3,B,3,C,55141,55134,0,other,143.log
B3,B,3,C,55141,55134,0,other,143.log
B3,B,3,C,55141,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B3,B,3,G,55142,55141,0,other,143.log
B3,B,3,G,55142,55141,0,other,143.log
B3,B,3,G,55142,55141,0,other,143.log
B3,B,3,G,55142,55141,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B4,B,4,G,55144,55143,0,other,143.log
B4,B,4,G,55144,55143,0,other,143.log
B4,B,4,G,55144,55143,0,other,143.log
B4,B,4,G,55144,55143,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B4,B,4,C,55143,55134,0,other,143.log
B4,B,4,C,55143,55134,0,other,143.log
B4,B,4,C,55143,55134,0,other,143.log
B4,B,4,C,55143,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B5,B,5,G,55146,55145,0,other,143.log
B5,B,5,G,55146,55145,0,other,143.log
B5,B,5,G,55146,55145,0,other,143.log
B5,B,5,G,55146,55145,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B5,B,5,C,55145,55134,0,other,143.log
B5,B,5,C,55145,55134,0,other,143.log
B5,B,5,C,55145,55134,0,other,143.log
B5,B,5,C,55145,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B6,B,6,C,55147,55134,0,other,143.log
B6,B,6,C,55147,55134,0,other,143.log
B6,B,6,C,55147,55134,0,other,143.log
B6,B,6,C,55147,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B6,B,6,G,55148,55147,0,other,143.log
B6,B,6,G,55148,55147,0,other,143.log
B6,B,6,G,55148,55147,0,other,143.log
B6,B,6,G,55148,55147,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B7,B,7,C,55149,55134,0,other,143.log
B7,B,7,C,55149,55134,0,other,143.log
B7,B,7,C,55149,55134,0,other,143.log
B7,B,7,C,55149,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B7,B,7,G,55150,55149,0,other,143.log
B7,B,7,G,55150,55149,0,other,143.log
B7,B,7,G,55150,1,0,other,143.log
B7,B,7,G,55150,1,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B8,B,8,C,55151,55134,0,other,143.log
B8,B,8,C,55151,55134,0,other,143.log
B8,B,8,C,55151,55134,0,other,143.log
B8,B,8,C,55151,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B8,B,8,G,55152,55151,0,other,143.log
B8,B,8,G,55152,55151,0,other,143.log
B8,B,8,G,55152,55151,0,other,143.log
B8,B,8,G,55152,55151,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B9,B,9,C,55153,55134,0,other,143.log
B9,B,9,C,55153,55134,0,other,143.log
B9,B,9,C,55153,55134,0,other,143.log
B9,B,9,C,55153,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
B9,B,9,G,55154,55153,0,other,143.log
B9,B,9,G,55154,55153,0,other,143.log
B9,B,9,G,55154,55153,0,other,143.log
B9,B,9,G,55154,55153,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C0,C,0,G,55156,55155,0,other,143.log
C0,C,0,G,55156,55155,0,other,143.log
C0,C,0,G,55156,55155,0,other,143.log
C0,C,0,G,55156,55155,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C0,C,0,C,55155,55134,0,other,143.log
C0,C,0,C,55155,55134,100,other,143.log
C0,C,0,C,55155,55134,0,other,143.log
C0,C,0,C,55155,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C1,C,1,G,55158,55157,0,other,143.log
C1,C,1,G,55158,55157,0,other,143.log
C1,C,1,G,55158,55157,0,other,143.log
C1,C,1,G,55158,55157,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C1,C,1,C,55157,55134,0,other,143.log
C1,C,1,C,55157,55134,100,other,143.log
C1,C,1,C,55157,55134,0,other,143.log
C1,C,1,C,55157,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C2,C,2,G,55160,55159,0,other,143.log
C2,C,2,G,55160,55159,0,other,143.log
C2,C,2,G,55160,55159,0,other,143.log
C2,C,2,G,55160,55159,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C2,C,2,C,55159,55134,0,other,143.log
C2,C,2,C,55159,55134,100,other,143.log
C2,C,2,C,55159,55134,0,other,143.log
C2,C,2,C,55159,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C3,C,3,G,55162,55161,0,other,143.log
C3,C,3,G,55162,55161,0,other,143.log
C3,C,3,G,55162,55161,0,other,143.log
C3,C,3,G,55162,55161,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C3,C,3,C,55161,55134,0,other,143.log
C3,C,3,C,55161,55134,100,other,143.log
C3,C,3,C,55161,55134,0,other,143.log
C3,C,3,C,55161,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C4,C,4,G,55164,55163,0,other,143.log
C4,C,4,G,55164,55163,0,other,143.log
C4,C,4,G,55164,55163,0,other,143.log
C4,C,4,G,55164,55163,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
C4,C,4,C,55163,55134,0,other,143.log
C4,C,4,C,55163,55134,100,other,143.log
C4,C,4,C,55163,55134,0,other,143.log
C4,C,4,C,55163,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D0,D,0,C,55165,55134,0,other,143.log
D0,D,0,C,55165,55134,0,other,143.log
D0,D,0,C,55165,55134,0,other,143.log
D0,D,0,C,55165,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D0,D,0,G,55166,55165,0,other,143.log
D0,D,0,G,55166,55165,100,other,143.log
D0,D,0,G,55166,1,0,other,143.log
D0,D,0,G,55166,1,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D1,D,1,C,55167,55134,0,other,143.log
D1,D,1,C,55167,55134,0,other,143.log
D1,D,1,C,55167,55134,0,other,143.log
D1,D,1,C,55167,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D1,D,1,G,55168,55167,0,other,143.log
D1,D,1,G,55168,55167,100,other,143.log
D1,D,1,G,55168,1,0,other,143.log
D1,D,1,G,55168,1,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D2,D,2,C,55169,55134,0,other,143.log
D2,D,2,C,55169,55134,0,other,143.log
D2,D,2,C,55169,55134,0,other,143.log
D2,D,2,C,55169,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D2,D,2,G,55170,55169,0,other,143.log
D2,D,2,G,55170,55169,100,other,143.log
D2,D,2,G,55170,1,0,other,143.log
D2,D,2,G,55170,1,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D3,D,3,C,55171,55134,0,other,143.log
D3,D,3,C,55171,55134,0,other,143.log
D3,D,3,C,55171,55134,0,other,143.log
D3,D,3,C,55171,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D3,D,3,G,55172,55171,0,other,143.log
D3,D,3,G,55172,55171,100,other,143.log
D3,D,3,G,55172,1,0,other,143.log
D3,D,3,G,55172,1,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D4,D,4,C,55173,55134,0,other,143.log
D4,D,4,C,55173,55134,0,other,143.log
D4,D,4,C,55173,55134,0,other,143.log
D4,D,4,C,55173,55134,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
M0,M,0,M,55134,49286,0,other,143.log
D4,D,4,G,55174,55173,0,other,143.log
D4,D,4,G,55174,55173,100,other,143.log
D4,D,4,G,55174,55173,0,other,143.log
D4,D,4,G,55174,55173,0,other,143.log
M0,M,0,M,55628,49286,0,other,155.log
B0,B,0,C,55629,55628,0,other,155.log
B0,B,0,C,55629,55628,0,other,155.log
B0,B,0,C,55629,55628,0,other,155.log
B0,B,0,C,55629,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B0,B,0,G,55630,55629,0,other,155.log
B0,B,0,G,55630,55629,0,other,155.log
B0,B,0,G,55630,55629,0,other,155.log
B0,B,0,G,55630,55629,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B1,B,1,C,55631,55628,0,other,155.log
B1,B,1,C,55631,55628,0,other,155.log
B1,B,1,C,55631,55628,0,other,155.log
B1,B,1,C,55631,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B1,B,1,G,55632,55631,0,other,155.log
B1,B,1,G,55632,55631,0,other,155.log
B1,B,1,G,55632,1,0,other,155.log
B1,B,1,G,55632,1,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B2,B,2,G,55634,55633,0,other,155.log
B2,B,2,G,55634,55633,0,other,155.log
B2,B,2,G,55634,55633,0,other,155.log
B2,B,2,G,55634,55633,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B2,B,2,C,55633,55628,0,other,155.log
B2,B,2,C,55633,55628,0,other,155.log
B2,B,2,C,55633,55628,0,other,155.log
B2,B,2,C,55633,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B3,B,3,C,55635,55628,0,other,155.log
B3,B,3,C,55635,55628,0,other,155.log
B3,B,3,C,55635,55628,0,other,155.log
B3,B,3,C,55635,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B3,B,3,G,55636,55635,0,other,155.log
B3,B,3,G,55636,55635,0,other,155.log
B3,B,3,G,55636,55635,0,other,155.log
B3,B,3,G,55636,55635,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B4,B,4,C,55637,55628,0,other,155.log
B4,B,4,C,55637,55628,0,other,155.log
B4,B,4,C,55637,55628,0,other,155.log
B4,B,4,C,55637,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B4,B,4,G,55638,55637,0,other,155.log
B4,B,4,G,55638,55637,0,other,155.log
B4,B,4,G,55638,1,0,other,155.log
B4,B,4,G,55638,1,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B5,B,5,G,55640,55639,0,other,155.log
B5,B,5,G,55640,55639,0,other,155.log
B5,B,5,G,55640,55639,0,other,155.log
B5,B,5,G,55640,55639,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B5,B,5,C,55639,55628,0,other,155.log
B5,B,5,C,55639,55628,0,other,155.log
B5,B,5,C,55639,55628,0,other,155.log
B5,B,5,C,55639,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B6,B,6,G,55642,55641,0,other,155.log
B6,B,6,G,55642,55641,0,other,155.log
B6,B,6,G,55642,55641,0,other,155.log
B6,B,6,G,55642,55641,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B6,B,6,C,55641,55628,0,other,155.log
B6,B,6,C,55641,55628,0,other,155.log
B6,B,6,C,55641,55628,0,other,155.log
B6,B,6,C,55641,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B7,B,7,G,55644,55643,0,other,155.log
B7,B,7,G,55644,55643,0,other,155.log
B7,B,7,G,55644,55643,0,other,155.log
B7,B,7,G,55644,55643,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B7,B,7,C,55643,55628,0,other,155.log
B7,B,7,C,55643,55628,0,other,155.log
B7,B,7,C,55643,55628,0,other,155.log
B7,B,7,C,55643,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B8,B,8,G,55646,55645,0,other,155.log
B8,B,8,G,55646,55645,0,other,155.log
B8,B,8,G,55646,55645,0,other,155.log
B8,B,8,G,55646,55645,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B8,B,8,C,55645,55628,0,other,155.log
B8,B,8,C,55645,55628,0,other,155.log
B8,B,8,C,55645,55628,0,other,155.log
B8,B,8,C,55645,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B9,B,9,G,55648,55647,0,other,155.log
B9,B,9,G,55648,55647,0,other,155.log
B9,B,9,G,55648,55647,0,other,155.log
B9,B,9,G,55648,55647,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
B9,B,9,C,55647,55628,0,other,155.log
B9,B,9,C,55647,55628,0,other,155.log
B9,B,9,C,55647,55628,0,other,155.log
B9,B,9,C,55647,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C0,C,0,G,55650,55649,0,other,155.log
C0,C,0,G,55650,55649,0,other,155.log
C0,C,0,G,55650,55649,0,other,155.log
C0,C,0,G,55650,55649,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C0,C,0,C,55649,55628,0,other,155.log
C0,C,0,C,55649,55628,100,other,155.log
C0,C,0,C,55649,55628,0,other,155.log
C0,C,0,C,55649,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C1,C,1,G,55652,55651,0,other,155.log
C1,C,1,G,55652,55651,0,other,155.log
C1,C,1,G,55652,55651,0,other,155.log
C1,C,1,G,55652,55651,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C1,C,1,C,55651,55628,0,other,155.log
C1,C,1,C,55651,55628,100,other,155.log
C1,C,1,C,55651,55628,0,other,155.log
C1,C,1,C,55651,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C2,C,2,G,55654,55653,0,other,155.log
C2,C,2,G,55654,55653,0,other,155.log
C2,C,2,G,55654,55653,0,other,155.log
C2,C,2,G,55654,55653,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C2,C,2,C,55653,55628,0,other,155.log
C2,C,2,C,55653,55628,100,other,155.log
C2,C,2,C,55653,55628,0,other,155.log
C2,C,2,C,55653,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C3,C,3,G,55656,55655,0,other,155.log
C3,C,3,G,55656,55655,0,other,155.log
C3,C,3,G,55656,55655,0,other,155.log
C3,C,3,G,55656,55655,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C3,C,3,C,55655,55628,0,other,155.log
C3,C,3,C,55655,55628,100,other,155.log
C3,C,3,C,55655,55628,0,other,155.log
C3,C,3,C,55655,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C4,C,4,G,55658,55657,0,other,155.log
C4,C,4,G,55658,55657,0,other,155.log
C4,C,4,G,55658,55657,0,other,155.log
C4,C,4,G,55658,55657,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
C4,C,4,C,55657,55628,0,other,155.log
C4,C,4,C,55657,55628,100,other,155.log
C4,C,4,C,55657,55628,0,other,155.log
C4,C,4,C,55657,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D0,D,0,C,55659,55628,0,other,155.log
D0,D,0,C,55659,55628,0,other,155.log
D0,D,0,C,55659,55628,0,other,155.log
D0,D,0,C,55659,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D0,D,0,G,55660,55659,0,other,155.log
D0,D,0,G,55660,55659,100,other,155.log
D0,D,0,G,55660,1,0,other,155.log
D0,D,0,G,55660,1,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D1,D,1,C,55661,55628,0,other,155.log
D1,D,1,C,55661,55628,0,other,155.log
D1,D,1,C,55661,55628,0,other,155.log
D1,D,1,C,55661,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D1,D,1,G,55662,55661,0,other,155.log
D1,D,1,G,55662,55661,100,other,155.log
D1,D,1,G,55662,1,0,other,155.log
D1,D,1,G,55662,1,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D2,D,2,C,55663,55628,0,other,155.log
D2,D,2,C,55663,55628,0,other,155.log
D2,D,2,C,55663,55628,0,other,155.log
D2,D,2,C,55663,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D2,D,2,G,55664,55663,0,other,155.log
D2,D,2,G,55664,55663,100,other,155.log
D2,D,2,G,55664,1,0,other,155.log
D2,D,2,G,55664,1,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D3,D,3,C,55665,55628,0,other,155.log
D3,D,3,C,55665,55628,0,other,155.log
D3,D,3,C,55665,55628,0,other,155.log
D3,D,3,C,55665,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D3,D,3,G,55666,55665,0,other,155.log
D3,D,3,G,55666,55665,100,other,155.log
D3,D,3,G,55666,1,0,other,155.log
D3,D,3,G,55666,1,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D4,D,4,C,55667,55628,0,other,155.log
D4,D,4,C,55667,55628,0,other,155.log
D4,D,4,C,55667,55628,0,other,155.log
D4,D,4,C,55667,55628,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
M0,M,0,M,55628,49286,0,other,155.log
D4,D,4,G,55668,55667,0,other,155.log
D4,D,4,G,55668,55667,100,other,155.log
D4,D,4,G,55668,1,0,other,155.log
D4,D,4,G,55668,1,0,other,155.log
M0,M,0,M,58136,49286,0,other,216.log
B0,B,0,C,58137,58136,0,other,216.log
B0,B,0,C,58137,58136,0,other,216.log
B0,B,0,C,58137,58136,0,other,216.log
B0,B,0,C,58137,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B0,B,0,G,58138,58137,0,other,216.log
B0,B,0,G,58138,58137,0,other,216.log
B0,B,0,G,58138,1,0,other,216.log
B0,B,0,G,58138,1,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B1,B,1,C,58139,58136,0,other,216.log
B1,B,1,C,58139,58136,0,other,216.log
B1,B,1,C,58139,58136,0,other,216.log
B1,B,1,C,58139,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B1,B,1,G,58140,58139,0,other,216.log
B1,B,1,G,58140,58139,0,other,216.log
B1,B,1,G,58140,58139,0,other,216.log
B1,B,1,G,58140,58139,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B2,B,2,C,58141,58136,0,other,216.log
B2,B,2,C,58141,58136,0,other,216.log
B2,B,2,C,58141,58136,0,other,216.log
B2,B,2,C,58141,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B2,B,2,G,58142,58141,0,other,216.log
B2,B,2,G,58142,58141,0,other,216.log
B2,B,2,G,58142,58141,0,other,216.log
B2,B,2,G,58142,58141,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B3,B,3,C,58143,58136,0,other,216.log
B3,B,3,C,58143,58136,0,other,216.log
B3,B,3,C,58143,58136,0,other,216.log
B3,B,3,C,58143,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B3,B,3,G,58144,58143,0,other,216.log
B3,B,3,G,58144,58143,0,other,216.log
B3,B,3,G,58144,58143,0,other,216.log
B3,B,3,G,58144,58143,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B4,B,4,C,58145,58136,0,other,216.log
B4,B,4,C,58145,58136,0,other,216.log
B4,B,4,C,58145,58136,0,other,216.log
B4,B,4,C,58145,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B4,B,4,G,58146,58145,0,other,216.log
B4,B,4,G,58146,58145,0,other,216.log
B4,B,4,G,58146,58145,0,other,216.log
B4,B,4,G,58146,58145,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B5,B,5,C,58147,58136,0,other,216.log
B5,B,5,C,58147,58136,0,other,216.log
B5,B,5,C,58147,58136,0,other,216.log
B5,B,5,C,58147,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B5,B,5,G,58148,58147,0,other,216.log
B5,B,5,G,58148,58147,0,other,216.log
B5,B,5,G,58148,58147,0,other,216.log
B5,B,5,G,58148,58147,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B6,B,6,C,58149,58136,0,other,216.log
B6,B,6,C,58149,58136,0,other,216.log
B6,B,6,C,58149,58136,0,other,216.log
B6,B,6,C,58149,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B6,B,6,G,58150,58149,0,other,216.log
B6,B,6,G,58150,58149,0,other,216.log
B6,B,6,G,58150,58149,0,other,216.log
B6,B,6,G,58150,58149,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B7,B,7,C,58151,58136,0,other,216.log
B7,B,7,C,58151,58136,0,other,216.log
B7,B,7,C,58151,58136,0,other,216.log
B7,B,7,C,58151,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B7,B,7,G,58152,58151,0,other,216.log
B7,B,7,G,58152,58151,0,other,216.log
B7,B,7,G,58152,58151,0,other,216.log
B7,B,7,G,58152,58151,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B8,B,8,C,58153,58136,0,other,216.log
B8,B,8,C,58153,58136,0,other,216.log
B8,B,8,C,58153,58136,0,other,216.log
B8,B,8,C,58153,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B8,B,8,G,58154,58153,0,other,216.log
B8,B,8,G,58154,58153,0,other,216.log
B8,B,8,G,58154,58153,0,other,216.log
B8,B,8,G,58154,58153,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B9,B,9,C,58155,58136,0,other,216.log
B9,B,9,C,58155,58136,0,other,216.log
B9,B,9,C,58155,58136,0,other,216.log
B9,B,9,C,58155,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
B9,B,9,G,58156,58155,0,other,216.log
B9,B,9,G,58156,58155,0,other,216.log
B9,B,9,G,58156,58155,0,other,216.log
B9,B,9,G,58156,58155,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C0,C,0,G,58158,58157,0,other,216.log
C0,C,0,G,58158,58157,0,other,216.log
C0,C,0,G,58158,58157,0,other,216.log
C0,C,0,G,58158,58157,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C0,C,0,C,58157,58136,0,other,216.log
C0,C,0,C,58157,58136,100,other,216.log
C0,C,0,C,58157,58136,0,other,216.log
C0,C,0,C,58157,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C1,C,1,G,58160,58159,0,other,216.log
C1,C,1,G,58160,58159,0,other,216.log
C1,C,1,G,58160,58159,0,other,216.log
C1,C,1,G,58160,58159,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C1,C,1,C,58159,58136,0,other,216.log
C1,C,1,C,58159,58136,100,other,216.log
C1,C,1,C,58159,58136,0,other,216.log
C1,C,1,C,58159,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C2,C,2,C,58161,58136,0,other,216.log
C2,C,2,C,58161,58136,100,other,216.log
C2,C,2,C,58161,58136,0,other,216.log
C2,C,2,C,58161,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C2,C,2,G,58162,58161,0,other,216.log
C2,C,2,G,58162,58161,0,other,216.log
C2,C,2,G,58162,1,0,other,216.log
C2,C,2,G,58162,1,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C3,C,3,C,58163,58136,0,other,216.log
C3,C,3,C,58163,58136,100,other,216.log
C3,C,3,C,58163,58136,0,other,216.log
C3,C,3,C,58163,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C3,C,3,G,58164,58163,0,other,216.log
C3,C,3,G,58164,58163,0,other,216.log
C3,C,3,G,58164,1,0,other,216.log
C3,C,3,G,58164,1,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C4,C,4,G,58166,58165,0,other,216.log
C4,C,4,G,58166,58165,0,other,216.log
C4,C,4,G,58166,58165,0,other,216.log
C4,C,4,G,58166,58165,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
C4,C,4,C,58165,58136,0,other,216.log
C4,C,4,C,58165,58136,100,other,216.log
C4,C,4,C,58165,58136,0,other,216.log
C4,C,4,C,58165,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
D0,D,0,C,58167,58136,0,other,216.log
D0,D,0,C,58167,58136,0,other,216.log
D0,D,0,C,58167,58136,0,other,216.log
D0,D,0,C,58167,58136,0,other,216.log
M0,M,0,M,58136,49286,0,other,216.log
D0,D,0,G,58168,58167,0,other,216.log
D0,D,0,G,58168,58167,100,other,216.log
D0,D,0,G,58168,1,0,other,216.log
