exp_id,exp_letter,repetition,process_type,pid,ppid,sleep_duration,action,log_file
M0,M,0,M,59575,49286,0,other,251.log
B0,B,0,C,59576,59575,0,other,251.log
B0,B,0,C,59576,59575,0,other,251.log
B0,B,0,C,59576,59575,0,other,251.log
B0,B,0,C,59576,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B0,B,0,G,59577,59576,0,other,251.log
B0,B,0,G,59577,59576,0,other,251.log
B0,B,0,G,59577,59576,0,other,251.log
B0,B,0,G,59577,59576,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B1,B,1,C,59578,59575,0,other,251.log
B1,B,1,C,59578,59575,0,other,251.log
B1,B,1,C,59578,59575,0,other,251.log
B1,B,1,C,59578,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B1,B,1,G,59579,59578,0,other,251.log
B1,B,1,G,59579,59578,0,other,251.log
B1,B,1,G,59579,59578,0,other,251.log
B1,B,1,G,59579,1,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B2,B,2,C,59580,59575,0,other,251.log
B2,B,2,C,59580,59575,0,other,251.log
B2,B,2,C,59580,59575,0,other,251.log
B2,B,2,C,59580,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B2,B,2,G,59581,59580,0,other,251.log
B2,B,2,G,59581,59580,0,other,251.log
B2,B,2,G,59581,59580,0,other,251.log
B2,B,2,G,59581,59580,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B3,B,3,C,59582,59575,0,other,251.log
B3,B,3,C,59582,59575,0,other,251.log
B3,B,3,C,59582,59575,0,other,251.log
B3,B,3,C,59582,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B3,B,3,G,59583,59582,0,other,251.log
B3,B,3,G,59583,59582,0,other,251.log
B3,B,3,G,59583,59582,0,other,251.log
B3,B,3,G,59583,59582,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B4,B,4,C,59584,59575,0,other,251.log
B4,B,4,C,59584,59575,0,other,251.log
B4,B,4,C,59584,59575,0,other,251.log
B4,B,4,C,59584,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B4,B,4,G,59585,59584,0,other,251.log
B4,B,4,G,59585,59584,0,other,251.log
B4,B,4,G,59585,59584,0,other,251.log
B4,B,4,G,59585,59584,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B5,B,5,C,59586,59575,0,other,251.log
B5,B,5,C,59586,59575,0,other,251.log
B5,B,5,C,59586,59575,0,other,251.log
B5,B,5,C,59586,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B5,B,5,G,59587,59586,0,other,251.log
B5,B,5,G,59587,59586,0,other,251.log
B5,B,5,G,59587,59586,0,other,251.log
B5,B,5,G,59587,59586,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B6,B,6,C,59588,59575,0,other,251.log
B6,B,6,C,59588,59575,0,other,251.log
B6,B,6,C,59588,59575,0,other,251.log
B6,B,6,C,59588,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B6,B,6,G,59589,59588,0,other,251.log
B6,B,6,G,59589,59588,0,other,251.log
B6,B,6,G,59589,59588,0,other,251.log
B6,B,6,G,59589,59588,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B7,B,7,C,59590,59575,0,other,251.log
B7,B,7,C,59590,59575,0,other,251.log
B7,B,7,C,59590,59575,0,other,251.log
B7,B,7,C,59590,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B7,B,7,G,59591,59590,0,other,251.log
B7,B,7,G,59591,59590,0,other,251.log
B7,B,7,G,59591,59590,0,other,251.log
B7,B,7,G,59591,59590,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B8,B,8,G,59593,59592,0,other,251.log
B8,B,8,G,59593,59592,0,other,251.log
B8,B,8,G,59593,59592,0,other,251.log
B8,B,8,G,59593,59592,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B8,B,8,C,59592,59575,0,other,251.log
B8,B,8,C,59592,59575,0,other,251.log
B8,B,8,C,59592,59575,0,other,251.log
B8,B,8,C,59592,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B9,B,9,C,59594,59575,0,other,251.log
B9,B,9,C,59594,59575,0,other,251.log
B9,B,9,C,59594,59575,0,other,251.log
B9,B,9,C,59594,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
B9,B,9,G,59595,1,0,other,251.log
B9,B,9,G,59595,1,0,other,251.log
B9,B,9,G,59595,1,0,other,251.log
B9,B,9,G,59595,1,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C0,C,0,G,59597,59596,0,other,251.log
C0,C,0,G,59597,59596,0,other,251.log
C0,C,0,G,59597,59596,0,other,251.log
C0,C,0,G,59597,59596,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C0,C,0,C,59596,59575,0,other,251.log
C0,C,0,C,59596,59575,100,other,251.log
C0,C,0,C,59596,59575,0,other,251.log
C0,C,0,C,59596,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C1,C,1,G,59599,59598,0,other,251.log
C1,C,1,G,59599,59598,0,other,251.log
C1,C,1,G,59599,59598,0,other,251.log
C1,C,1,G,59599,59598,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C1,C,1,C,59598,59575,0,other,251.log
C1,C,1,C,59598,59575,100,other,251.log
C1,C,1,C,59598,59575,0,other,251.log
C1,C,1,C,59598,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C2,C,2,G,59601,59600,0,other,251.log
C2,C,2,G,59601,59600,0,other,251.log
C2,C,2,G,59601,59600,0,other,251.log
C2,C,2,G,59601,59600,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C2,C,2,C,59600,59575,0,other,251.log
C2,C,2,C,59600,59575,100,other,251.log
C2,C,2,C,59600,59575,0,other,251.log
C2,C,2,C,59600,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C3,C,3,G,59603,59602,0,other,251.log
C3,C,3,G,59603,59602,0,other,251.log
C3,C,3,G,59603,59602,0,other,251.log
C3,C,3,G,59603,59602,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C3,C,3,C,59602,59575,0,other,251.log
C3,C,3,C,59602,59575,100,other,251.log
C3,C,3,C,59602,59575,0,other,251.log
C3,C,3,C,59602,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C4,C,4,G,59605,59604,0,other,251.log
C4,C,4,G,59605,59604,0,other,251.log
C4,C,4,G,59605,59604,0,other,251.log
C4,C,4,G,59605,59604,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
C4,C,4,C,59604,59575,0,other,251.log
C4,C,4,C,59604,59575,100,other,251.log
C4,C,4,C,59604,59575,0,other,251.log
C4,C,4,C,59604,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D0,D,0,C,59606,59575,0,other,251.log
D0,D,0,C,59606,59575,0,other,251.log
D0,D,0,C,59606,59575,0,other,251.log
D0,D,0,C,59606,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D0,D,0,G,59607,59606,0,other,251.log
D0,D,0,G,59607,59606,100,other,251.log
D0,D,0,G,59607,1,0,other,251.log
D0,D,0,G,59607,1,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D1,D,1,C,59608,59575,0,other,251.log
D1,D,1,C,59608,59575,0,other,251.log
D1,D,1,C,59608,59575,0,other,251.log
D1,D,1,C,59608,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D1,D,1,G,59609,59608,0,other,251.log
D1,D,1,G,59609,59608,100,other,251.log
D1,D,1,G,59609,1,0,other,251.log
D1,D,1,G,59609,1,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D2,D,2,C,59610,59575,0,other,251.log
D2,D,2,C,59610,59575,0,other,251.log
D2,D,2,C,59610,59575,0,other,251.log
D2,D,2,C,59610,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D2,D,2,G,59611,59610,0,other,251.log
D2,D,2,G,59611,59610,100,other,251.log
D2,D,2,G,59611,1,0,other,251.log
D2,D,2,G,59611,1,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D3,D,3,C,59612,59575,0,other,251.log
D3,D,3,C,59612,59575,0,other,251.log
D3,D,3,C,59612,59575,0,other,251.log
D3,D,3,C,59612,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D3,D,3,G,59613,59612,0,other,251.log
D3,D,3,G,59613,59612,100,other,251.log
D3,D,3,G,59613,1,0,other,251.log
D3,D,3,G,59613,1,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D4,D,4,C,59614,59575,0,other,251.log
D4,D,4,C,59614,59575,0,other,251.log
D4,D,4,C,59614,59575,0,other,251.log
D4,D,4,C,59614,59575,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
M0,M,0,M,59575,49286,0,other,251.log
D4,D,4,G,59615,59614,0,other,251.log
D4,D,4,G,59615,59614,100,other,251.log
D4,D,4,G,59615,1,0,other,251.log
D4,D,4,G,59615,1,0,other,251.log
M0,M,0,M,54887,49286,0,other,137.log
B0,B,0,C,54888,54887,0,other,137.log
B0,B,0,C,54888,54887,0,other,137.log
B0,B,0,C,54888,54887,0,other,137.log
B0,B,0,C,54888,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B0,B,0,G,54889,54888,0,other,137.log
B0,B,0,G,54889,54888,0,other,137.log
B0,B,0,G,54889,1,0,other,137.log
B0,B,0,G,54889,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B1,B,1,C,54890,54887,0,other,137.log
B1,B,1,C,54890,54887,0,other,137.log
B1,B,1,C,54890,54887,0,other,137.log
B1,B,1,C,54890,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B1,B,1,G,54891,54890,0,other,137.log
B1,B,1,G,54891,54890,0,other,137.log
B1,B,1,G,54891,54890,0,other,137.log
B1,B,1,G,54891,54890,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B2,B,2,C,54892,54887,0,other,137.log
B2,B,2,C,54892,54887,0,other,137.log
B2,B,2,C,54892,54887,0,other,137.log
B2,B,2,C,54892,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B2,B,2,G,54893,54892,0,other,137.log
B2,B,2,G,54893,54892,0,other,137.log
B2,B,2,G,54893,54892,0,other,137.log
B2,B,2,G,54893,54892,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B3,B,3,C,54894,54887,0,other,137.log
B3,B,3,C,54894,54887,0,other,137.log
B3,B,3,C,54894,54887,0,other,137.log
B3,B,3,C,54894,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B3,B,3,G,54895,54894,0,other,137.log
B3,B,3,G,54895,54894,0,other,137.log
B3,B,3,G,54895,54894,0,other,137.log
B3,B,3,G,54895,54894,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B4,B,4,C,54896,54887,0,other,137.log
B4,B,4,C,54896,54887,0,other,137.log
B4,B,4,C,54896,54887,0,other,137.log
B4,B,4,C,54896,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B4,B,4,G,54897,54896,0,other,137.log
B4,B,4,G,54897,54896,0,other,137.log
B4,B,4,G,54897,54896,0,other,137.log
B4,B,4,G,54897,54896,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B5,B,5,G,54899,54898,0,other,137.log
B5,B,5,G,54899,54898,0,other,137.log
B5,B,5,G,54899,54898,0,other,137.log
B5,B,5,G,54899,54898,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B5,B,5,C,54898,54887,0,other,137.log
B5,B,5,C,54898,54887,0,other,137.log
B5,B,5,C,54898,54887,0,other,137.log
B5,B,5,C,54898,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B6,B,6,C,54900,54887,0,other,137.log
B6,B,6,C,54900,54887,0,other,137.log
B6,B,6,C,54900,54887,0,other,137.log
B6,B,6,C,54900,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B6,B,6,G,54901,54900,0,other,137.log
B6,B,6,G,54901,54900,0,other,137.log
B6,B,6,G,54901,54900,0,other,137.log
B6,B,6,G,54901,54900,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B7,B,7,C,54902,54887,0,other,137.log
B7,B,7,C,54902,54887,0,other,137.log
B7,B,7,C,54902,54887,0,other,137.log
B7,B,7,C,54902,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B7,B,7,G,54903,54902,0,other,137.log
B7,B,7,G,54903,54902,0,other,137.log
B7,B,7,G,54903,1,0,other,137.log
B7,B,7,G,54903,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B8,B,8,C,54904,54887,0,other,137.log
B8,B,8,C,54904,54887,0,other,137.log
B8,B,8,C,54904,54887,0,other,137.log
B8,B,8,C,54904,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B8,B,8,G,54905,54904,0,other,137.log
B8,B,8,G,54905,54904,0,other,137.log
B8,B,8,G,54905,54904,0,other,137.log
B8,B,8,G,54905,54904,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B9,B,9,C,54906,54887,0,other,137.log
B9,B,9,C,54906,54887,0,other,137.log
B9,B,9,C,54906,54887,0,other,137.log
B9,B,9,C,54906,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
B9,B,9,G,54907,54906,0,other,137.log
B9,B,9,G,54907,54906,0,other,137.log
B9,B,9,G,54907,54906,0,other,137.log
B9,B,9,G,54907,54906,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C0,C,0,G,54909,54908,0,other,137.log
C0,C,0,G,54909,54908,0,other,137.log
C0,C,0,G,54909,54908,0,other,137.log
C0,C,0,G,54909,54908,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C0,C,0,C,54908,54887,0,other,137.log
C0,C,0,C,54908,54887,100,other,137.log
C0,C,0,C,54908,54887,0,other,137.log
C0,C,0,C,54908,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C1,C,1,G,54911,54910,0,other,137.log
C1,C,1,G,54911,54910,0,other,137.log
C1,C,1,G,54911,54910,0,other,137.log
C1,C,1,G,54911,54910,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C1,C,1,C,54910,54887,0,other,137.log
C1,C,1,C,54910,54887,100,other,137.log
C1,C,1,C,54910,54887,0,other,137.log
C1,C,1,C,54910,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C2,C,2,C,54912,54887,0,other,137.log
C2,C,2,C,54912,54887,100,other,137.log
C2,C,2,C,54912,54887,0,other,137.log
C2,C,2,C,54912,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C2,C,2,G,54913,1,0,other,137.log
C2,C,2,G,54913,1,0,other,137.log
C2,C,2,G,54913,1,0,other,137.log
C2,C,2,G,54913,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C3,C,3,C,54914,54887,0,other,137.log
C3,C,3,C,54914,54887,100,other,137.log
C3,C,3,C,54914,54887,0,other,137.log
C3,C,3,C,54914,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C3,C,3,G,54915,1,0,other,137.log
C3,C,3,G,54915,1,0,other,137.log
C3,C,3,G,54915,1,0,other,137.log
C3,C,3,G,54915,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C4,C,4,G,54917,54916,0,other,137.log
C4,C,4,G,54917,54916,0,other,137.log
C4,C,4,G,54917,54916,0,other,137.log
C4,C,4,G,54917,54916,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
C4,C,4,C,54916,54887,0,other,137.log
C4,C,4,C,54916,54887,100,other,137.log
C4,C,4,C,54916,54887,0,other,137.log
C4,C,4,C,54916,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D0,D,0,C,54918,54887,0,other,137.log
D0,D,0,C,54918,54887,0,other,137.log
D0,D,0,C,54918,54887,0,other,137.log
D0,D,0,C,54918,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D0,D,0,G,54919,54918,0,other,137.log
D0,D,0,G,54919,54918,100,other,137.log
D0,D,0,G,54919,1,0,other,137.log
D0,D,0,G,54919,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D1,D,1,C,54920,54887,0,other,137.log
D1,D,1,C,54920,54887,0,other,137.log
D1,D,1,C,54920,54887,0,other,137.log
D1,D,1,C,54920,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D1,D,1,G,54921,54920,0,other,137.log
D1,D,1,G,54921,1,100,other,137.log
D1,D,1,G,54921,1,0,other,137.log
D1,D,1,G,54921,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D2,D,2,C,54922,54887,0,other,137.log
D2,D,2,C,54922,54887,0,other,137.log
D2,D,2,C,54922,54887,0,other,137.log
D2,D,2,C,54922,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D2,D,2,G,54923,54922,0,other,137.log
D2,D,2,G,54923,54922,100,other,137.log
D2,D,2,G,54923,54922,0,other,137.log
D2,D,2,G,54923,54922,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D3,D,3,C,54924,54887,0,other,137.log
D3,D,3,C,54924,54887,0,other,137.log
D3,D,3,C,54924,54887,0,other,137.log
D3,D,3,C,54924,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D3,D,3,G,54925,54924,0,other,137.log
D3,D,3,G,54925,54924,100,other,137.log
D3,D,3,G,54925,1,0,other,137.log
D3,D,3,G,54925,1,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D4,D,4,C,54926,54887,0,other,137.log
D4,D,4,C,54926,54887,0,other,137.log
D4,D,4,C,54926,54887,0,other,137.log
D4,D,4,C,54926,54887,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
M0,M,0,M,54887,49286,0,other,137.log
D4,D,4,G,54927,54926,0,other,137.log
D4,D,4,G,54927,54926,100,other,137.log
D4,D,4,G,54927,1,0,other,137.log
D4,D,4,G,54927,1,0,other,137.log
M0,M,0,M,49288,49286,0,other,1.log
B0,B,0,G,49290,49289,0,other,1.log
B0,B,0,G,49290,49289,0,other,1.log
B0,B,0,G,49290,49289,0,other,1.log
B0,B,0,G,49290,49289,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B0,B,0,C,49289,49288,0,other,1.log
B0,B,0,C,49289,49288,0,other,1.log
B0,B,0,C,49289,49288,0,other,1.log
B0,B,0,C,49289,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B1,B,1,G,49292,49291,0,other,1.log
B1,B,1,G,49292,49291,0,other,1.log
B1,B,1,G,49292,49291,0,other,1.log
B1,B,1,G,49292,49291,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B1,B,1,C,49291,49288,0,other,1.log
B1,B,1,C,49291,49288,0,other,1.log
B1,B,1,C,49291,49288,0,other,1.log
B1,B,1,C,49291,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B2,B,2,G,49294,49293,0,other,1.log
B2,B,2,G,49294,49293,0,other,1.log
B2,B,2,G,49294,49293,0,other,1.log
B2,B,2,G,49294,49293,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B2,B,2,C,49293,49288,0,other,1.log
B2,B,2,C,49293,49288,0,other,1.log
B2,B,2,C,49293,49288,0,other,1.log
B2,B,2,C,49293,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B3,B,3,G,49296,49295,0,other,1.log
B3,B,3,G,49296,49295,0,other,1.log
B3,B,3,G,49296,49295,0,other,1.log
B3,B,3,G,49296,49295,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B3,B,3,C,49295,49288,0,other,1.log
B3,B,3,C,49295,49288,0,other,1.log
B3,B,3,C,49295,49288,0,other,1.log
B3,B,3,C,49295,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B4,B,4,G,49298,49297,0,other,1.log
B4,B,4,G,49298,49297,0,other,1.log
B4,B,4,G,49298,49297,0,other,1.log
B4,B,4,G,49298,49297,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B4,B,4,C,49297,49288,0,other,1.log
B4,B,4,C,49297,49288,0,other,1.log
B4,B,4,C,49297,49288,0,other,1.log
B4,B,4,C,49297,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B5,B,5,C,49299,49288,0,other,1.log
B5,B,5,C,49299,49288,0,other,1.log
B5,B,5,C,49299,49288,0,other,1.log
B5,B,5,C,49299,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B5,B,5,G,49300,49299,0,other,1.log
B5,B,5,G,49300,49299,0,other,1.log
B5,B,5,G,49300,49299,0,other,1.log
B5,B,5,G,49300,49299,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B6,B,6,C,49301,49288,0,other,1.log
B6,B,6,C,49301,49288,0,other,1.log
B6,B,6,C,49301,49288,0,other,1.log
B6,B,6,C,49301,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B6,B,6,G,49302,49301,0,other,1.log
B6,B,6,G,49302,49301,0,other,1.log
B6,B,6,G,49302,49301,0,other,1.log
B6,B,6,G,49302,49301,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B7,B,7,C,49303,49288,0,other,1.log
B7,B,7,C,49303,49288,0,other,1.log
B7,B,7,C,49303,49288,0,other,1.log
B7,B,7,C,49303,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B7,B,7,G,49304,49303,0,other,1.log
B7,B,7,G,49304,49303,0,other,1.log
B7,B,7,G,49304,49303,0,other,1.log
B7,B,7,G,49304,49303,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B8,B,8,C,49305,49288,0,other,1.log
B8,B,8,C,49305,49288,0,other,1.log
B8,B,8,C,49305,49288,0,other,1.log
B8,B,8,C,49305,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B8,B,8,G,49306,49305,0,other,1.log
B8,B,8,G,49306,49305,0,other,1.log
B8,B,8,G,49306,49305,0,other,1.log
B8,B,8,G,49306,49305,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B9,B,9,C,49307,49288,0,other,1.log
B9,B,9,C,49307,49288,0,other,1.log
B9,B,9,C,49307,49288,0,other,1.log
B9,B,9,C,49307,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
B9,B,9,G,49308,49307,0,other,1.log
B9,B,9,G,49308,49307,0,other,1.log
B9,B,9,G,49308,49307,0,other,1.log
B9,B,9,G,49308,49307,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C0,C,0,G,49310,49309,0,other,1.log
C0,C,0,G,49310,49309,0,other,1.log
C0,C,0,G,49310,49309,0,other,1.log
C0,C,0,G,49310,49309,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C0,C,0,C,49309,49288,0,other,1.log
C0,C,0,C,49309,49288,100,other,1.log
C0,C,0,C,49309,49288,0,other,1.log
C0,C,0,C,49309,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C1,C,1,G,49312,49311,0,other,1.log
C1,C,1,G,49312,49311,0,other,1.log
C1,C,1,G,49312,49311,0,other,1.log
C1,C,1,G,49312,49311,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C1,C,1,C,49311,49288,0,other,1.log
C1,C,1,C,49311,49288,100,other,1.log
C1,C,1,C,49311,49288,0,other,1.log
C1,C,1,C,49311,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C2,C,2,G,49314,49313,0,other,1.log
C2,C,2,G,49314,49313,0,other,1.log
C2,C,2,G,49314,49313,0,other,1.log
C2,C,2,G,49314,49313,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C2,C,2,C,49313,49288,0,other,1.log
C2,C,2,C,49313,49288,100,other,1.log
C2,C,2,C,49313,49288,0,other,1.log
C2,C,2,C,49313,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C3,C,3,C,49315,49288,0,other,1.log
C3,C,3,C,49315,49288,100,other,1.log
C3,C,3,C,49315,49288,0,other,1.log
C3,C,3,C,49315,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C3,C,3,G,49316,49315,0,other,1.log
C3,C,3,G,49316,1,0,other,1.log
C3,C,3,G,49316,1,0,other,1.log
C3,C,3,G,49316,1,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C4,C,4,G,49318,49317,0,other,1.log
C4,C,4,G,49318,49317,0,other,1.log
C4,C,4,G,49318,49317,0,other,1.log
C4,C,4,G,49318,49317,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
C4,C,4,C,49317,49288,0,other,1.log
C4,C,4,C,49317,49288,100,other,1.log
C4,C,4,C,49317,49288,0,other,1.log
C4,C,4,C,49317,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D0,D,0,C,49319,49288,0,other,1.log
D0,D,0,C,49319,49288,0,other,1.log
D0,D,0,C,49319,49288,0,other,1.log
D0,D,0,C,49319,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D0,D,0,G,49320,49319,0,other,1.log
D0,D,0,G,49320,49319,100,other,1.log
D0,D,0,G,49320,1,0,other,1.log
D0,D,0,G,49320,1,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D1,D,1,C,49321,49288,0,other,1.log
D1,D,1,C,49321,49288,0,other,1.log
D1,D,1,C,49321,49288,0,other,1.log
D1,D,1,C,49321,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D1,D,1,G,49322,49321,0,other,1.log
D1,D,1,G,49322,49321,100,other,1.log
D1,D,1,G,49322,49321,0,other,1.log
D1,D,1,G,49322,49321,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D2,D,2,C,49323,49288,0,other,1.log
D2,D,2,C,49323,49288,0,other,1.log
D2,D,2,C,49323,49288,0,other,1.log
D2,D,2,C,49323,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D2,D,2,G,49324,49323,0,other,1.log
D2,D,2,G,49324,49323,100,other,1.log
D2,D,2,G,49324,1,0,other,1.log
D2,D,2,G,49324,1,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D3,D,3,C,49325,49288,0,other,1.log
D3,D,3,C,49325,49288,0,other,1.log
D3,D,3,C,49325,49288,0,other,1.log
D3,D,3,C,49325,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D3,D,3,G,49326,49325,0,other,1.log
D3,D,3,G,49326,49325,100,other,1.log
D3,D,3,G,49326,1,0,other,1.log
D3,D,3,G,49326,1,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D4,D,4,C,49327,49288,0,other,1.log
D4,D,4,C,49327,49288,0,other,1.log
D4,D,4,C,49327,49288,0,other,1.log
D4,D,4,C,49327,49288,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
M0,M,0,M,49288,49286,0,other,1.log
D4,D,4,G,49328,49327,0,other,1.log
D4,D,4,G,49328,49327,100,other,1.log
D4,D,4,G,49328,1,0,other,1.log
D4,D,4,G,49328,1,0,other,1.log
M0,M,0,M,53079,49286,0,other,93.log
B0,B,0,C,53080,53079,0,other,93.log
B0,B,0,C,53080,53079,0,other,93.log
B0,B,0,C,53080,53079,0,other,93.log
B0,B,0,C,53080,53079,0,other,93.log
M0,M,0,M,53079,49286,0,other,93.log
